freq_Hz,amplitude_dB
10000.0,-40.07925409564837
6705668.566856686,-2.9774391432717806
13401337.133713372,-2.5401811262454532
20097005.700570058,-2.6651505409566516
26792674.267426744,-3.006451102563561
33488342.83428343,-3.039472423720081
40184011.401140116,-2.7976327772017915
46879679.967996806,-2.85954427427289
53575348.53485349,-2.914984799921022
60271017.10171017,-2.964777903629512
66966685.66856686,-3.0145710073380014
73662354.23542355,-3.064364111046491
80358022.80228023,-3.1141572147549805
87053691.36913691,-3.1639503184634705
93749359.93599361,-3.21374342217196
100445028.5028503,-3.2568246745187053
107140697.06970698,-3.2056347357919006
113836365.63656366,-3.154444797065096
120532034.20342034,-3.1032548583382917
127227702.77027704,-3.052064919611487
133923371.33713372,-3.0008749808846824
140619039.90399042,-2.9496850421578777
147314708.4708471,-2.898495103431073
154010377.03770378,-2.8689000563286293
160706045.60456046,-2.8537646420753386
167401714.17141715,-2.8386292278220484
174097382.73827383,-2.8234938135687577
180793051.3051305,-2.808358399315467
187488719.87198722,-2.7932229850621764
194184388.4388439,-2.7780875708088857
200880057.0057006,-2.755598937321183
207575725.57255727,-2.6845186029386943
214271394.13941395,-2.613438268556205
220967062.70627064,-2.542357934173716
227662731.27312732,-2.4712775997912275
234358399.839984,-2.4001972654087385
241054068.40684068,-2.32911693102625
247749736.9736974,-2.2580365966437608
254445405.54055408,-2.3100286982500116
261141074.10741076,-2.4243200321166194
267836742.67426744,-2.5386113659832277
274532411.24112415,-2.652902699849836
281228079.80798084,-2.767194033716444
287923748.3748375,-2.881485367583052
294619416.9416942,-2.99577670144966
301315085.5085509,-3.075235605925329
308010754.07540756,-3.012179990818892
314706422.64226425,-2.9491243757124552
321402091.2091209,-2.886068760606018
328097759.7759776,-2.8230131454995813
334793428.3428343,-2.759957530393144
341489096.909691,-2.6969019152867073
348184765.47654766,-2.63384630018027
354880434.04340434,-2.659818543408071
361576102.610261,-2.7189039156240065
368271771.1771177,-2.7779892878399424
374967439.74397445,-2.8370746600558783
381663108.3108311,-2.896160032271814
388358776.8776878,-2.9552454044877496
395054445.4445445,-3.0143307767036855
401750114.0114012,-3.0504169161240244
408445782.57825786,-3.0215107408818573
415141451.14511454,-2.9926045656396902
421837119.7119712,-2.963698390397523
428532788.2788279,-2.934792215155356
435228456.8456846,-2.905886039913189
441924125.4125413,-2.876979864671022
448619793.97939795,-2.8480736894288547
455315462.54625463,-2.836949827582176
462011131.1131113,-2.8304432978670118
468706799.679968,-2.8239367681518472
475402468.2468247,-2.817430238436683
482098136.81368136,-2.810923708721519
488793805.3805381,-2.8044171790063546
495489473.9473948,-2.7979106492911905
502185142.5142515,-2.7866434183490125
