freq_Hz,amplitude_dB
10000.0,-37.184598858847984
6705668.566856686,-0.06682867167858843
13401337.133713372,-0.43125196568865076
20097005.700570058,-0.6187893453399023
26792674.267426744,-0.7313036208196478
33488342.83428343,-0.45857638879210605
40184011.401140116,0.14753916342140144
46879679.967996806,0.01694348630628187
53575348.53485349,-0.06894454005234528
60271017.10171017,-0.11581478202453295
66966685.66856686,-0.1626850239967207
73662354.23542355,-0.2095552659689084
80358022.80228023,-0.2564255079410961
87053691.36913691,-0.30329574991328373
93749359.93599361,-0.3501659918854715
100445028.5028503,-0.39558290536159413
107140697.06970698,-0.42058711882977523
113836365.63656366,-0.44559133229795633
120532034.20342034,-0.4705955457661375
127227702.77027704,-0.49559975923431865
133923371.33713372,-0.5206039727024998
140619039.90399042,-0.545608186170681
147314708.4708471,-0.5706123996388621
154010377.03770378,-0.5458104261030797
160706045.60456046,-0.48765893684751704
167401714.17141715,-0.42950744759195436
174097382.73827383,-0.3713559583363917
180793051.3051305,-0.31320446908082905
187488719.87198722,-0.2550529798252661
194184388.4388439,-0.1969014905697034
200880057.0057006,-0.15205332712261535
207575725.57255727,-0.19511648631990658
214271394.13941395,-0.2381796455171978
220967062.70627064,-0.28124280471448904
227662731.27312732,-0.32430596391178024
234358399.839984,-0.3673691231090715
241054068.40684068,-0.41043228230636275
247749736.9736974,-0.4534954415036541
254445405.54055408,-0.4447810497186239
261141074.10741076,-0.40985687628260536
267836742.67426744,-0.37493270284658675
274532411.24112415,-0.34000852941056803
281228079.80798084,-0.3050843559745495
287923748.3748375,-0.2701601825385309
294619416.9416942,-0.23523600910251236
301315085.5085509,-0.20598151104954307
308010754.07540756,-0.1999241048311142
314706422.64226425,-0.19386669861268532
321402091.2091209,-0.18780929239425648
328097759.7759776,-0.1817518861758276
334793428.3428343,-0.17569447995739873
341489096.909691,-0.16963707373896986
348184765.47654766,-0.16357966752054098
354880434.04340434,-0.1434206284623627
361576102.610261,-0.11801661108051328
368271771.1771177,-0.09261259369866386
374967439.74397445,-0.06720857631681419
381663108.3108311,-0.041804558934964764
388358776.8776878,-0.01640054155311535
395054445.4445445,0.009003475828734092
401750114.0114012,0.02196367369906412
408445782.57825786,-0.00024045936650255242
415141451.14511454,-0.022444592432069223
421837119.7119712,-0.044648725497635905
428532788.2788279,-0.06685285856320257
435228456.8456846,-0.08905699162876925
441924125.4125413,-0.11126112469433593
448619793.97939795,-0.13346525775990256
455315462.54625463,-0.14265611074995735
462011131.1131113,-0.14846795253417497
468706799.679968,-0.1542797943183926
475402468.2468247,-0.1600916361026102
482098136.81368136,-0.1659034778868278
488793805.3805381,-0.17171531967104547
495489473.9473948,-0.1775271614552631
502185142.5142515,-0.18083645765540104
508880811.08110815,-0.17898005094087574
515576479.64796484,-0.1771236442263504
522272148.2148215,-0.1752672375118251
528967816.7816782,-0.17341083079729977
535663485.3485349,-0.17155442408277446
542359153.9153916,-0.16969801736824916
549054822.4822483,-0.16784161065372383
555750491.0491049,-0.16280592669113172
562446159.6159617,-0.157247681898184
569141828.1828183,-0.15168943710523639
575837496.749675,-0.14613119231228866
582533165.3165317,-0.14057294751934107
589228833.8833884,-0.13501470272639335
595924502.450245,-0.12945645793344573
602620171.0171018,-0.13031834058995848
609315839.5839584,-0.14116629420085203
616011508.1508151,-0.15201424781174575
622707176.7176718,-0.1628622014226393
