sample_id,source_csv,gain,bias,comp,df,viol_rate,step_score,res_slope,ripple_var,switch_step_err_max,switch_step_err_ratio,nonswitch_step_max,nonswitch_step_ratio,sys_幅度失准,sys_频率失准,sys_参考电平失准,mod_衰减器,mod_前置放大器,mod_低频段前置低通滤波器,mod_低频段第一混频器,mod_高频段YTF滤波器,mod_高频段混频器,mod_时钟振荡器,mod_时钟合成与同步网络,mod_本振源（谐波发生器）,mod_本振混频组件,mod_校准源,mod_存储器,mod_校准信号开关,mod_中频放大器,mod_ADC,mod_数字RBW,mod_数字放大器,mod_数字检波器,mod_VBW滤波器,mod_电源模块,mod_未定义/其他,label_type,label_system_fault_class,label_faults
fault_000,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_000.csv,1.0173165563413533,0.07169788060549317,-0.004943804858103695,0.0,0.1038,0.0,2.6780320035322183e-11,0.0977446848115539,0.5459277846071524,0.5,1.4096459512694304,0.4444444444444444,0.0815985014451403,0.0815985014451403,0.8368029971097194,0.1519559861180249,0.007319562939772473,0.11212771696385729,0.07475181130923819,0.11212771696385729,0.07475181130923819,0.007472053834351066,0.007472053834351066,0.003202308786150457,0.003202308786150457,0.020016812717744237,0.015012609538308179,0.040033625435488475,0.004574726837357795,0.0158653076293192,0.04485108678554292,0.0036597814698862367,0.05232626791646674,0.0373759056546191,0.08970217357108584,0.12219837059918996,fault,freq_error,"[{'module': 'LO/Clock', 'type': 'freq_scale', 'severity': 'heavy', 'eps': -5.2247165743749376e-05}]"
fault_001,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_001.csv,0.9570452631108273,0.08499592152718803,-0.006086777822965905,0.0,0.1038,0.0,2.2390047638060242e-11,0.12679762005004022,0.9667253384516877,1.0,1.1533369557897566,0.4,0.1439094119391615,0.07606227689847415,0.7800283111623644,0.1438077954001051,0.012966700952768216,0.11262902108037554,0.07508601405358369,0.11262902108037554,0.07508601405358369,0.006996236160379345,0.006996236160379345,0.002998386925876862,0.002998386925876862,0.01874214935492174,0.014056612016191307,0.03748429870984348,0.008104188095480136,0.016638040429812765,0.04505160843215022,0.006483350476384108,0.05256020983750858,0.03754300702679184,0.09010321686430044,0.12103950496331098,fault,amp_error,"[{'module': 'PreAmp/IFAmp', 'type': 'ripple', 'severity': 'medium', 'pk2pk_db': 0.3555681795533617, 'f_start_Hz': 43657687997.41941, 'f_end_Hz': 54565042582.40404}]"
fault_002,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_002.csv,0.9142273969321775,-1.3002966395631834,-0.006713707893190701,0.0,0.4862,0.0,1.859531376387199e-11,0.2026761728010378,0.794041450647325,1.0,1.1683056780733552,0.37777777777777777,0.4983211691867487,0.003357661626502615,0.4983211691867487,0.10349747349682722,0.04599887710970099,0.11538461526923073,0.07692307684615383,0.11538461526923073,0.07692307684615383,0.00031639503756558207,0.00031639503756558207,0.00013559787324239232,0.00013559787324239232,0.012266367229253597,0.009199775421940197,0.024532734458507195,0.02874929819356312,0.02113447500794339,0.04615384610769229,0.022999438554850496,0.05384615379230767,0.03846153842307691,0.0923076922153846,0.11533295893656698,fault,amp_error,"[{'module': 'Attenuator/Gain', 'type': 'amplitude_offset', 'severity': 'light', 'delta_db': -1.4448261308760235}]"
fault_003,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_003.csv,0.9958245185147746,1.8793820118402076,-0.005449132806025325,0.0,0.6646,0.0,2.488309126216263e-11,0.091758551383022,0.8978219344527784,0.5,1.290414058832597,0.4222222222222222,0.4983211691867487,0.003357661626502615,0.4983211691867487,0.10349747349682725,0.045998877109701006,0.11538461526923077,0.07692307684615385,0.11538461526923077,0.07692307684615385,0.0003163950375655821,0.0003163950375655821,0.00013559787324239235,0.00013559787324239235,0.012266367229253602,0.0091997754219402,0.024532734458507205,0.02874929819356313,0.0211344750079434,0.04615384610769231,0.022999438554850503,0.0538461537923077,0.038461538423076924,0.09230769221538462,0.11533295893656702,fault,ref_error,"[{'module': 'CalSource/RefAmp', 'type': 'ref_level', 'severity': 'heavy', 'delta_db': 1.8044277513809748}]"
fault_004,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_004.csv,0.9515980967925308,0.14569418751638155,-0.005441603094492098,0.0,0.1064,0.0,2.3691820712304307e-11,0.23044839217878108,1.024268728239892,0.5,1.314404675818813,0.4444444444444444,0.15474046914127576,0.07030251441870791,0.7749570164400164,0.14322340127511432,0.013950943070197144,0.11269630326521224,0.07513086884347482,0.11269630326521224,0.07513086884347482,0.00647031401294409,0.00647031401294409,0.0027729917198331816,0.0027729917198331816,0.018631422067675343,0.013973566550756504,0.037262844135350685,0.008719339418873213,0.01677004165246961,0.04507852130608489,0.006975471535098572,0.052591608190432376,0.03756543442173741,0.09015704261216978,0.12095940708111146,fault,freq_error,"[{'module': 'LO/Clock', 'type': 'freq_scale', 'severity': 'medium', 'eps': -8.501005854321082e-05}]"
fault_005,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_005.csv,1.0023050702347438,0.062377625063830794,-0.004942729344242447,0.0,0.1039,0.0,2.5606058598027858e-11,0.14114612254666684,0.5176958340958536,1.0,1.2526793026574794,0.37777777777777777,0.08140900698846375,0.08140900698846375,0.8371819860230725,0.15201649887759153,0.007302409716588239,0.11212533457174838,0.07475022304783226,0.11212533457174838,0.07475022304783226,0.007454543252350493,0.007454543252350493,0.0031948042510073545,0.0031948042510073545,0.020025452859792594,0.015019089644844445,0.04005090571958519,0.004564006072867649,0.01586284582413998,0.04485013382869935,0.0036512048582941197,0.05232515613348258,0.03737511152391613,0.0897002676573987,0.12220710603692267,fault,freq_error,"[{'module': 'LO/Clock', 'type': 'freq_scale', 'severity': 'light', 'eps': -4.7402823494053585e-05}]"
fault_006,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_006.csv,0.9171967084070859,0.06242740816137138,-0.006409222128688774,0.0,0.104,0.0,1.999549551190623e-11,0.20356278166139494,0.8122111095999406,1.0,1.2037478355430042,0.37777777777777777,0.3359598215497026,0.05870093742752378,0.6053392410227737,0.11828236202750221,0.030693666494278984,0.1142014034323227,0.0761342689548818,0.1142014034323227,0.0761342689548818,0.005474712373563208,0.005474712373563208,0.0023463053029556605,0.0023463053029556605,0.014747859387190998,0.011060894540393247,0.029495718774381997,0.019183541558924364,0.019063562102761233,0.04568056137292908,0.015346833247139492,0.05329398826841726,0.0380671344774409,0.09136112274585816,0.11740937387533508,fault,freq_error,"[{'module': 'LO/Clock', 'type': 'freq_scale', 'severity': 'heavy', 'eps': 0.0001337988488076986}]"
fault_007,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_007.csv,0.9446644620919242,-3.9164987309362806,-0.006221654233130369,0.0,0.9869,0.0,1.9191287866825085e-11,0.11931645592559241,0.742330219470813,0.5,1.303729548211641,0.4444444444444444,0.4983211691867487,0.003357661626502615,0.4983211691867487,0.10349747349682721,0.045998877109700985,0.11538461526923073,0.07692307684615383,0.11538461526923073,0.07692307684615383,0.000316395037565582,0.000316395037565582,0.0001355978732423923,0.0001355978732423923,0.012266367229253597,0.009199775421940197,0.024532734458507195,0.028749298193563116,0.02113447500794339,0.0461538461076923,0.022999438554850492,0.05384615379230768,0.03846153842307692,0.0923076922153846,0.11533295893656698,fault,amp_error,"[{'module': 'Attenuator/Gain', 'type': 'amplitude_offset', 'severity': 'heavy', 'delta_db': -3.9705864225819854}, {'module': 'PreAmp/IFAmp', 'type': 'ripple', 'severity': 'medium', 'pk2pk_db': 0.3080199108146662, 'f_start_Hz': 50141243760.44642, 'f_end_Hz': 64529598738.75572}]"
fault_008,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_008.csv,0.9579873195528723,0.06487243031833474,-0.005870179510254481,0.0,0.1038,0.0,2.0322216294782782e-11,0.14087096037753818,0.9800252581750928,0.5,1.2731767099164166,0.37777777777777777,0.1407154432117034,0.07634605590170239,0.7829385008865942,0.14422723126451759,0.012676009154314324,0.11260321597434349,0.07506881064956233,0.11260321597434349,0.07506881064956233,0.007020729327549101,0.007020729327549101,0.003008883997521044,0.003008883997521044,0.018807763863458535,0.014105822897593902,0.03761552772691707,0.007922505721446451,0.016598263274201757,0.0450412863897374,0.006338004577157162,0.05254816745469363,0.03753440532478117,0.09008257277947479,0.1210991586737542,fault,freq_error,"[{'module': 'LO/Clock', 'type': 'freq_scale', 'severity': 'medium', 'eps': -7.551428683956692e-05}]"
fault_009,D:\PycharmProjects\FMFD\FMFD\Output\sim_spectrum\fault_009.csv,0.9937331703685113,0.0766935947774775,-0.005452174566393186,0.0,0.1038,0.0,2.4910269539246604e-11,0.09382841867272351,0.8978219344527784,0.5,1.290414058832597,0.4666666666666667,0.0815985014451403,0.0815985014451403,0.8368029971097194,0.15195598611802486,0.0073195629397724725,0.11212771696385726,0.07475181130923819,0.11212771696385726,0.07475181130923819,0.007472053834351065,0.007472053834351065,0.0032023087861504564,0.0032023087861504564,0.020016812717744234,0.015012609538308175,0.04003362543548847,0.004574726837357795,0.015865307629319196,0.04485108678554291,0.0036597814698862362,0.052326267916466725,0.037375905654619096,0.08970217357108581,0.12219837059918993,fault,amp_error,"[{'module': 'PreAmp/IFAmp', 'type': 'ripple', 'severity': 'heavy', 'pk2pk_db': 0.5521061666404279, 'f_start_Hz': 27387544200.69359, 'f_end_Hz': 35411645953.92192}]"
